time_step,topic,uid,real_comments,profile_text,batch_mf,pre_pos,pre_neu,pre_neg,dist_t0_pos,dist_t0_neu,dist_t0_neg,dist_t1_pos,dist_t1_neu,dist_t1_neg,dist_t2_pos,dist_t2_neu,dist_t2_neg,dist_t3_pos,dist_t3_neu,dist_t3_neg,dist_t4_pos,dist_t4_neu,dist_t4_neg,dist_t5_pos,dist_t5_neu,dist_t5_neg,dist_t6_pos,dist_t6_neu,dist_t6_neg,dist_t7_pos,dist_t7_neu,dist_t7_neg,dist_t8_pos,dist_t8_neu,dist_t8_neg,dist_t9_pos,dist_t9_neu,dist_t9_neg,dist_t10_pos,dist_t10_neu,dist_t10_neg
0,仲间由纪惠将主演夏季NTV土九日剧[幽灵妈妈搜查线]饰演不能成佛变成幽灵的警察官上原蝶子，为了留在人间自己的儿子和丈夫继续解决追捕犯人的凶恶事件，但是到了100日就要和他们分别.志田未来饰演沢村前妻的女儿，生瀬勝久饰演仲间上司.还有杰尼斯JR的真田佑馬以及塚地武雅出演,2651724683,转发微博,情绪宣泄，盲目乐观，关注民生，精英视角，自我中心该用户对娱乐和明星充满热情，频繁转发和评论与明星相关的微博，表达自己的喜爱和情感。在语言风格上，倾向于情绪化的表达，关注个人喜好，同时展现出一定的精英视角和自我中心的特点。在面对不同类型的事件时，预期会表现出对娱乐和明星的强烈兴趣，以及对个人情感的重视。,,0.0,1.0,0.0,0.0,1.0,0.0,0.125,0.75,0.125,0.0,0.9375,0.0625,0.0625,0.875,0.0625,0.0,0.9375,0.0625,0.125,0.8125,0.0625,0.125,0.75,0.125,0.0,0.9375,0.0625,0.0625,0.8125,0.125,0.0,1.0,0.0,0.0,1.0,0.0
0,仲间由纪惠将主演夏季NTV土九日剧[幽灵妈妈搜查线]饰演不能成佛变成幽灵的警察官上原蝶子，为了留在人间自己的儿子和丈夫继续解决追捕犯人的凶恶事件，但是到了100日就要和他们分别.志田未来饰演沢村前妻的女儿，生瀬勝久饰演仲间上司.还有杰尼斯JR的真田佑馬以及塚地武雅出演,1497647592,生濑胜久演了多少次仲间的上司啊,关注社会问题，但表达上较为温和，对官方和正面内容有一般认同，对个人经历和兴趣有较多分享情绪宣泄，关注民生，精英视角，底层共情，自我中心该用户关注社会问题，如艾滋病防控和疫情防控，同时分享个人生活经历和兴趣，如旅行、美食和宠物。在表达上，该用户较为温和，既有对社会问题的关注，也有对个人生活的热爱。在语言风格上，该用户既有情绪宣泄的一面，也有关注民生和底层共情的视角，同时表现出一定的自我中心特征。,,0.0,1.0,0.0,0.0,1.0,0.0,0.125,0.75,0.125,0.0,0.9375,0.0625,0.0625,0.875,0.0625,0.0,0.9375,0.0625,0.125,0.8125,0.0625,0.125,0.75,0.125,0.0,0.9375,0.0625,0.0625,0.8125,0.125,0.0,1.0,0.0,0.0,1.0,0.0
0,仲间由纪惠将主演夏季NTV土九日剧[幽灵妈妈搜查线]饰演不能成佛变成幽灵的警察官上原蝶子，为了留在人间自己的儿子和丈夫继续解决追捕犯人的凶恶事件，但是到了100日就要和他们分别.志田未来饰演沢村前妻的女儿，生瀬勝久饰演仲间上司.还有杰尼斯JR的真田佑馬以及塚地武雅出演,1414813110,@鬼鬼00鬼鬼,关注民生，对一些社会现象持批判态度，但总体上倾向于温和改良情绪宣泄，关注民生，自我中心，宏大叙事，辩证思考该用户关注社会现象，对一些问题持有批判态度，但总体上倾向于温和改良。在表达上，善于情绪宣泄，关注民生问题，同时具有自我中心的倾向。在社交活动中，具有较高的活跃度，喜欢分享个人观点和对社会现象的思考。,,0.0,1.0,0.0,0.0,1.0,0.0,0.125,0.75,0.125,0.0,0.9375,0.0625,0.0625,0.875,0.0625,0.0,0.9375,0.0625,0.125,0.8125,0.0625,0.125,0.75,0.125,0.0,0.9375,0.0625,0.0625,0.8125,0.125,0.0,1.0,0.0,0.0,1.0,0.0
0,仲间由纪惠将主演夏季NTV土九日剧[幽灵妈妈搜查线]饰演不能成佛变成幽灵的警察官上原蝶子，为了留在人间自己的儿子和丈夫继续解决追捕犯人的凶恶事件，但是到了100日就要和他们分别.志田未来饰演沢村前妻的女儿，生瀬勝久饰演仲间上司.还有杰尼斯JR的真田佑馬以及塚地武雅出演,1796521233,[good][good][good],对特定艺人有高度关注和认同，可能表现出一定的粉丝倾向情绪宣泄，宏大叙事，精英视角，自我中心，盲目乐观这位用户表现出对特定艺人的强烈兴趣和追随，经常在社交媒体上分享与该艺人相关的信息。他们可能在表达上较为情绪化，倾向于使用宏大叙事和精英视角来描述自己的兴趣和经历。这位用户在社交媒体上的活跃度很高，可能是该艺人的忠实粉丝，对相关话题有较高的参与度和影响力。他们的语言风格特征包括情绪宣泄和盲目乐观，可能对个人兴趣和偶像的追随有着极高的忠诚度。,,0.0,1.0,0.0,0.0,1.0,0.0,0.125,0.75,0.125,0.0,0.9375,0.0625,0.0625,0.875,0.0625,0.0,0.9375,0.0625,0.125,0.8125,0.0625,0.125,0.75,0.125,0.0,0.9375,0.0625,0.0625,0.8125,0.125,0.0,1.0,0.0,0.0,1.0,0.0
0,仲间由纪惠将主演夏季NTV土九日剧[幽灵妈妈搜查线]饰演不能成佛变成幽灵的警察官上原蝶子，为了留在人间自己的儿子和丈夫继续解决追捕犯人的凶恶事件，但是到了100日就要和他们分别.志田未来饰演沢村前妻的女儿，生瀬勝久饰演仲间上司.还有杰尼斯JR的真田佑馬以及塚地武雅出演,1950872847,俺妈缩俺长滴有点像她，开心屎啦，哈哈~~,关注民生，对一些社会现象持批判态度，但总体上倾向于温和改良情绪宣泄，关注民生，自我中心，宏大叙事，辩证思考该用户关注社会现象，对一些问题持有批判态度，但总体上倾向于温和改良。在表达上，善于情绪宣泄，关注民生问题，同时具有自我中心的倾向。在社交活动中，具有较高的活跃度，喜欢分享个人观点和对社会现象的思考。,,0.0,1.0,0.0,0.0,1.0,0.0,0.125,0.75,0.125,0.0,0.9375,0.0625,0.0625,0.875,0.0625,0.0,0.9375,0.0625,0.125,0.8125,0.0625,0.125,0.75,0.125,0.0,0.9375,0.0625,0.0625,0.8125,0.125,0.0,1.0,0.0,0.0,1.0,0.0
0,仲间由纪惠将主演夏季NTV土九日剧[幽灵妈妈搜查线]饰演不能成佛变成幽灵的警察官上原蝶子，为了留在人间自己的儿子和丈夫继续解决追捕犯人的凶恶事件，但是到了100日就要和他们分别.志田未来饰演沢村前妻的女儿，生瀬勝久饰演仲间上司.还有杰尼斯JR的真田佑馬以及塚地武雅出演,2489825222,@Hanamizu_Ki 貌似自从贝姆之后这种牵涉到妖魔鬼怪的剧情越来越多了,关注民生，对现有体制有一定认同，但对社会问题持批判态度情绪宣泄，关注民生，精英视角，自我中心，悲观抱怨该用户关注社会民生，对社会问题有自己独到的见解，同时关注个人成长与价值实现。在表达上，既有情绪宣泄的一面，也有理性分析的一面。对社会现状持有批判态度，但同时也表现出对未来的担忧和迷茫。语言风格上，既有自我中心的倾向，也有对民生问题的关注。,,0.0,1.0,0.0,0.0,1.0,0.0,0.125,0.75,0.125,0.0,0.9375,0.0625,0.0625,0.875,0.0625,0.0,0.9375,0.0625,0.125,0.8125,0.0625,0.125,0.75,0.125,0.0,0.9375,0.0625,0.0625,0.8125,0.125,0.0,1.0,0.0,0.0,1.0,0.0
1,仲间由纪惠将主演夏季NTV土九日剧[幽灵妈妈搜查线]饰演不能成佛变成幽灵的警察官上原蝶子，为了留在人间自己的儿子和丈夫继续解决追捕犯人的凶恶事件，但是到了100日就要和他们分别.志田未来饰演沢村前妻的女儿，生瀬勝久饰演仲间上司.还有杰尼斯JR的真田佑馬以及塚地武雅出演,1844143271,转发微博,转发内容多样，对某些事件有个人看法，但整体上倾向于温和改良派立场情绪宣泄，关注民生，精英视角，底层共情该用户关注社会热点事件，对某些事件有强烈的个人情感反应，同时也会转发一些与民生相关的内容。在表达上，既有情绪宣泄的一面，也有对民生问题的关注。整体上，该用户表现出一定的社会参与意识，但并非意见领袖，更倾向于作为一个普通参与者。,[''],0.0,1.0,0.0,0.125,0.75,0.125,0.0,0.9375,0.0625,0.0625,0.875,0.0625,0.0,0.9375,0.0625,0.125,0.8125,0.0625,0.125,0.75,0.125,0.0,0.9375,0.0625,0.0625,0.8125,0.125,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,仲间由纪惠将主演夏季NTV土九日剧[幽灵妈妈搜查线]饰演不能成佛变成幽灵的警察官上原蝶子，为了留在人间自己的儿子和丈夫继续解决追捕犯人的凶恶事件，但是到了100日就要和他们分别.志田未来饰演沢村前妻的女儿，生瀬勝久饰演仲间上司.还有杰尼斯JR的真田佑馬以及塚地武雅出演,1871590437,好期待。日剧,情绪宣泄，关注民生，精英视角，自我中心该用户表现出温和的建制派立场，关注日常生活和个人体验。在表达上，倾向于情绪宣泄和关注民生，同时带有一定的精英视角和自我中心特征。用户活跃度高，频繁参与各类活动，转发内容多样，包括官方信息、娱乐内容和个人分享。,[''],0.0,1.0,0.0,0.125,0.75,0.125,0.0,0.9375,0.0625,0.0625,0.875,0.0625,0.0,0.9375,0.0625,0.125,0.8125,0.0625,0.125,0.75,0.125,0.0,0.9375,0.0625,0.0625,0.8125,0.125,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,仲间由纪惠将主演夏季NTV土九日剧[幽灵妈妈搜查线]饰演不能成佛变成幽灵的警察官上原蝶子，为了留在人间自己的儿子和丈夫继续解决追捕犯人的凶恶事件，但是到了100日就要和他们分别.志田未来饰演沢村前妻的女儿，生瀬勝久饰演仲间上司.还有杰尼斯JR的真田佑馬以及塚地武雅出演,1422111664,"又是惠酱和生濑桑的搭配啊,让我想到了圈套,喜欢喜欢的~@猫星萌物王 想到了我们一起""圈套""的日子,怀念不已~",关注民生，对特定事件有强烈情感反应，对政治事件有批判态度情绪宣泄，关注民生，攻击性强，宏大叙事，自我中心该用户表现出对民生问题的关注和对特定事件的强烈情感反应，同时在表达上具有攻击性和自我中心的特点。在政治事件上，该用户倾向于批判态度，同时受到情绪煽动的影响较大。该用户在社交媒体上活跃度高，喜欢分享个人观点和对社会事件的评论，表现出对群体利益的关注和对社会公正的追求。,[''],0.0,1.0,0.0,0.125,0.75,0.125,0.0,0.9375,0.0625,0.0625,0.875,0.0625,0.0,0.9375,0.0625,0.125,0.8125,0.0625,0.125,0.75,0.125,0.0,0.9375,0.0625,0.0625,0.8125,0.125,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,仲间由纪惠将主演夏季NTV土九日剧[幽灵妈妈搜查线]饰演不能成佛变成幽灵的警察官上原蝶子，为了留在人间自己的儿子和丈夫继续解决追捕犯人的凶恶事件，但是到了100日就要和他们分别.志田未来饰演沢村前妻的女儿，生瀬勝久饰演仲间上司.还有杰尼斯JR的真田佑馬以及塚地武雅出演,1866455300,我爱的女人,频繁转发官方和正面内容，但内容主要集中在个人生活，未表现出明显的政治立场偏差情绪宣泄，宏大叙事，自我中心，关注民生，精英视角该用户表现出对个人生活的关注，频繁分享个人动态和生日信息，同时在社交平台上积极参与话题讨论，显示出对群体认同的重视。用户在表达上倾向于情绪化和宏大叙事，同时关注民生和精英视角，反映出一种追求个人幸福和社交认同的价值观。在政治倾向上，用户未表现出明显的批判或支持，更倾向于体制拥护类。,[''],0.0,1.0,0.0,0.125,0.75,0.125,0.0,0.9375,0.0625,0.0625,0.875,0.0625,0.0,0.9375,0.0625,0.125,0.8125,0.0625,0.125,0.75,0.125,0.0,0.9375,0.0625,0.0625,0.8125,0.125,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,仲间由纪惠将主演夏季NTV土九日剧[幽灵妈妈搜查线]饰演不能成佛变成幽灵的警察官上原蝶子，为了留在人间自己的儿子和丈夫继续解决追捕犯人的凶恶事件，但是到了100日就要和他们分别.志田未来饰演沢村前妻的女儿，生瀬勝久饰演仲间上司.还有杰尼斯JR的真田佑馬以及塚地武雅出演,1905956103,题材不错,转发内容多为轻松愉快或实用信息，显示对现状的接受和认同，但偶尔对教育制度有所质疑情绪宣泄，关注民生，精英视角，底层共情，自我中心该用户关注日常生活和实用信息，转发内容多为轻松愉快或实用信息，显示对现状的接受和认同。在转发内容中，偶尔表现出对教育制度的质疑，但整体上保持中立。语言风格偏向于情绪宣泄和关注民生，同时带有一定的精英视角和底层共情。该用户在社交媒体上的活跃度一般，属于普通参与者。,[''],0.0,1.0,0.0,0.125,0.75,0.125,0.0,0.9375,0.0625,0.0625,0.875,0.0625,0.0,0.9375,0.0625,0.125,0.8125,0.0625,0.125,0.75,0.125,0.0,0.9375,0.0625,0.0625,0.8125,0.125,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,仲间由纪惠将主演夏季NTV土九日剧[幽灵妈妈搜查线]饰演不能成佛变成幽灵的警察官上原蝶子，为了留在人间自己的儿子和丈夫继续解决追捕犯人的凶恶事件，但是到了100日就要和他们分别.志田未来饰演沢村前妻的女儿，生瀬勝久饰演仲间上司.还有杰尼斯JR的真田佑馬以及塚地武雅出演,1805433254,这么多年长相没咋变。。。。@天生凉薄爱诱受,对官方和正面内容有一般认同，但对办事效率等问题表达不满情绪宣泄，逻辑缜密，攻击性强，宏大叙事，底层共情该用户对官方和正面内容持一般认同态度，但在面对办事效率等问题时表现出不满。他关注个人利益，对经济独立有较高认同，同时在生活中关注细节。在表达上，他倾向于情绪宣泄和逻辑分析，有时会表现出攻击性。他具有宏大叙事的视角，同时也能共情底层人民。作为高频活跃者，他在社交媒体上积极参与讨论，分享生活点滴。,[''],0.0,1.0,0.0,0.125,0.75,0.125,0.0,0.9375,0.0625,0.0625,0.875,0.0625,0.0,0.9375,0.0625,0.125,0.8125,0.0625,0.125,0.75,0.125,0.0,0.9375,0.0625,0.0625,0.8125,0.125,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,仲间由纪惠将主演夏季NTV土九日剧[幽灵妈妈搜查线]饰演不能成佛变成幽灵的警察官上原蝶子，为了留在人间自己的儿子和丈夫继续解决追捕犯人的凶恶事件，但是到了100日就要和他们分别.志田未来饰演沢村前妻的女儿，生瀬勝久饰演仲间上司.还有杰尼斯JR的真田佑馬以及塚地武雅出演,1747793545,@喳喳回归 这个要看的！哈哈！,对林更新有强烈的个人喜爱，积极参与粉丝活动，对负面信息有强烈的反对态度情绪宣泄，关注民生，自我中心，宏大叙事，攻击性强这位用户是一位忠实的林更新粉丝，对偶像有着极高的喜爱和忠诚。在表达上，他/她经常表现出对偶像的强烈情感，同时也关注偶像的日常生活和事业。在遇到负面信息时，会表现出强烈的反对和情绪宣泄。在语言风格上，既有对偶像的宏大叙事，也有对个人情感的自我中心表达。他/她是一个活跃的社交媒体用户，经常参与各种粉丝活动，并在社交媒体上为偶像发声。,[''],0.0,1.0,0.0,0.125,0.75,0.125,0.0,0.9375,0.0625,0.0625,0.875,0.0625,0.0,0.9375,0.0625,0.125,0.8125,0.0625,0.125,0.75,0.125,0.0,0.9375,0.0625,0.0625,0.8125,0.125,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
